district,state,district_num,dem_candidate,rep_candidate,total_spending,spending_for,spending_against,dem_support,dem_oppose,rep_support,rep_oppose,net_dem_advantage,num_transactions,top_spenders
MI-00,MI,00,"SLOTKIN, ELISSA",N/A,77460.75,76122.78,1337.97,76122.78,1337.97,0,0,74784.81,6,"MI Planned Parenthood Votes: $63,587 | Michigan Peoples Choice: $12,536 | Arab American Political Action Committee: $1,338"
IA-04,IA,04,N/A,"FEENSTRA, RANDALL",77055.58,76832.84,222.74,0,0,76832.84,222.74,-76610.09999999999,7,"National Association of Realtors Political Action Committee: $66,790 | National Wildlife Federation Action Fund: $9,820 | Gun Rights America: $445"
ID-02,ID,02,N/A,"SIMPSON, MICHAEL",75600.0,75600.0,0,0,0,75600.0,0,-75600.0,3,"CLEARPATH ACTION FUND, INC.: $75,600"
TX-18,TX,18,"LEE, SHEILA JACKSON",N/A,74350.11000000002,74350.11000000002,0,74350.11000000002,0,0,0,74350.11000000002,8,"Texas Organizing Project PAC: $40,850 | PEOPLE WHO LOVE AMERICA: $33,500"
NY-26,NY,26,"KENNEDY, TIMOTHY",N/A,68984.68,68984.68,0,68984.68,0,0,0,68984.68,2,"Protect Progress: $68,985"
AL-07,AL,07,"SEWELL, TERRI A.",N/A,67656.91999999995,67656.91999999995,0,67656.91999999995,0,0,0,67656.91999999995,185,"AUTISM HEAR US NOW PAC: $67,657"
MN-08,MN,08,N/A,N/A,67347.57,67347.57,0,0,0,0,0,0,15,"Project 218: $47,856 | Minnesota Democratic-Farmer-Labor Party: $15,645 | Indivisible Project Inc.: $2,536"
OH-14,OH,14,N/A,"JOYCE, DAVID P.",65788.01999999999,65788.01999999999,0,0,0,65788.01999999999,0,-65788.01999999999,4,"CENTER FORWARD COMMITTEE: $31,740 | CENTER FORWARD INITIATIVE INC: $31,740 | NATIONAL RIGHT TO LIFE VICTORY FUND: $2,308"
IL-06,IL,06,"CASTEN, SEAN",N/A,64522.54,64522.54,0,64522.54,0,0,0,64522.54,1,"Project 218: $64,523"
NY-13,NY,13,"ESPAILLAT, ADRIANO",N/A,58669.5,58669.5,0,58669.5,0,0,0,58669.5,2,"WE ACT 4 CHANGE: $29,335 | WE ACT 4 Change: $29,335"
WI-05,WI,05,"STEINHOFF, BEN","FITZGERALD, SCOTT",56071.979999999996,56071.979999999996,0,14200.21,0,41871.77,0,-27671.559999999998,8,"LAW ENFORCEMENT FOR A SAFER AMERICA PAC: $24,000 | VOCES DE LA FRONTERA ACTION: $14,200 | HONORING AMERICAN LAW ENFORCEMENT PAC: $12,000"
TX-22,TX,22,N/A,"NEHLS, TROY",52227.98,52227.98,0,0,0,52227.98,0,-52227.98,4,"CONSTITUTIONAL LEADERSHIP PAC: $51,000 | NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND: $1,228"
MN-01,MN,01,N/A,N/A,51714.59,51714.59,0,0,0,0,0,0,5,"Project 218: $42,554 | Minnesota Democratic-Farmer-Labor Party: $7,850 | AFSCME WORKING FAMILIES FUND: $1,311"
GA-10,GA,10,N/A,"JONES, VERNON",51416.84,51416.84,0,0,0,51416.84,0,-51416.84,2,"PATRIOTS PAC LLC: $51,417"
NM-01,NM,01,"STANSBURY, MELANIE",N/A,50569.82,50569.82,0,50569.82,0,0,0,50569.82,1,"Project 218: $50,570"
OK-03,OK,03,N/A,"LUCAS, FRANK D.",49853.96000000001,49853.96000000001,0,0,0,49853.96000000001,0,-49853.96000000001,4,"CLEARPATH ACTION FUND, INC.: $49,854"
NY-05,NY,05,"MEEKS, GREGORY W.",N/A,46160.0,46160.0,0,46160.0,0,0,0,46160.0,2,"FAIRSHAKE: $46,160"
CA-24,CA,24,"CARBAJAL, SALUD O.",N/A,45523.44,45523.44,0,45523.44,0,0,0,45523.44,153,"SUPPORT OUR FIREFIGHTERS AND PARAMEDICS PAC: $36,142 | WITH HONOR FUND II, INC.: $9,381"
AZ-04,AZ,04,"STANTON, GREG","LEE, JOHN",45358.0,45358.0,0,1608.0,0,43750.0,0,-42142.0,3,"ADVANCE LIBERTY PAC: $35,000 | AMERICAN JOBS AND GROWTH PAC: $8,750 | DMFI PAC: $1,608"
CT-02,CT,02,N/A,"FRANCE, MIKE",45000.0,45000.0,0,0,0,45000.0,0,-45000.0,2,"SEAL PAC USA: $45,000"
FL-15,FL,15,N/A,"LEE, LAUREL",43885.65,43885.65,0,0,0,43885.65,0,-43885.65,3,"National Association of Realtors Political Action Committee: $43,886"
TX-10,TX,10,N/A,"MCCAUL, MICHAEL",42458.30000000001,42458.30000000001,0,0,0,42458.30000000001,0,-42458.30000000001,494,"FIREFIGHTERS COALITION OF AMERICA PAC: $41,015 | NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND: $1,443"
VA-04,VA,04,"MCCLELLAN, JENNIFER","BENJAMIN, LEON MR. SR.",41143.84,41143.84,0,27927.84,0,13216.0,0,14711.84,13,"LCV Victory Fund: $22,262 | ELBERT GUILLORY'S AMERICA: $13,216 | DMFI PAC: $3,000"
IL-10,IL,10,"SCHNEIDER, BRADLEY S.","CARRIS, JIM",38853.58,11814.24,27039.34,0,27039.34,11814.24,0,-38853.58,8,"THE FREEDOM FORWARD FUND: $38,854"
MS-00,MS,00,N/A,"EZELL, WALTER MICHAEL",38500.0,38500.0,0,0,0,38500.0,0,-38500.0,1,"CONSTITUTIONAL LEADERSHIP PAC: $38,500"
VA-08,VA,08,"BEYER, DONALD STERNOFF JR.","TORRES, JERRY",37640.0,37640.0,0,140.0,0,37500.0,0,-37360.0,2,"Citizens for Virginia: $37,500 | Democratic Asian Americans of Virginia: $140"
MS-04,MS,04,N/A,"EZELL, WALTER MICHAEL",37000.0,37000.0,0,0,0,37000.0,0,-37000.0,2,"CONSTITUTIONAL LEADERSHIP PAC: $37,000"
WV-00,WV,00,N/A,"MOONEY, ALEXANDER XAVIER",36087.34000000001,36087.34000000001,0,0,0,36087.34000000001,0,-36087.34000000001,15,"CLUB FOR GROWTH PAC: $26,559 | PRO-LIFE PAC: $9,528"
GA-07,GA,07,N/A,"MCCORMICK, RICHARD DEAN DR.",35838.0,35838.0,0,0,0,35838.0,0,-35838.0,2,"WITH HONOR FUND II, INC.: $35,838"
WV-01,WV,01,N/A,"MILLER, CAROL DEVINE",33273.12,33273.12,0,0,0,33273.12,0,-33273.12,6,"DEFEATING COMMUNISM PAC: $20,000 | National Association of Realtors Political Action Committee: $11,637 | NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND: $1,636"
VA-11,VA,11,"CONNOLLY, GERALD EDWARD",N/A,30743.960000000003,30743.960000000003,0,30743.960000000003,0,0,0,30743.960000000003,137,"SUPPORT OUR FIREFIGHTERS AND PARAMEDICS PAC: $30,604 | Democratic Asian Americans of Virginia: $140"
NJ-00,NJ,00,"EHASZ, ASHLEY","KEAN, THOMAS H. JR.",30497.35,30497.35,0,17947.76,0,12549.59,0,5398.169999999998,2,"MAKE THE ROAD ACTION INDEPENDENT EXPENDITURE COMMITTEE: $17,948 | JERSEY REAL: $12,550"
WI-07,WI,07,"KILBOURN, KYLE","TIFFANY, TOM",28732.630000000005,28732.630000000005,0,22413.420000000006,0,6319.209999999999,0,16094.210000000006,177,"VOCES DE LA FRONTERA ACTION: $14,200 | TAKEACTION MN FEDERAL FUND: $8,213 | NATIONAL RIGHT TO LIFE VICTORY FUND: $4,143"
-03,,03,"SUOZZI, THOMAS","PILIP, MAZI MELESA",27717.0,21924.0,5793.0,21924.0,0,0,5793.0,27717.0,2,"AFSCME WORKING FAMILIES FUND: $27,717"
CO-06,CO,06,"CROW, JASON","FABBRICATORE, JOHN",26269.08,26269.08,0,11319.08,0,14950.0,0,-3630.92,3,"INSPIRE COLORADO: $14,950 | WITH HONOR FUND II, INC.: $11,319"
TX-07,TX,07,"FLETCHER, ELIZABETH",N/A,23717.08,23717.08,0,23717.08,0,0,0,23717.08,5,"National Association of Realtors Political Action Committee: $20,705 | DMFI PAC: $2,990 | United Steelworkers Political Action Fund: $22"
MA-07,MA,07,"PRESSLEY, AYANNA",N/A,23504.0,0,23504.0,0,23504.0,0,0,-23504.0,4,"WE DECIDE: $23,504"
MO-02,MO,02,N/A,"WAGNER, ANN L.",23216.5,23216.5,0,0,0,23216.5,0,-23216.5,1,"Heartland Resurgence: $23,216"
GA-00,GA,00,"BUTLER, DARRIUS MAURICE",N/A,22719.64,22719.64,0,22719.64,0,0,0,22719.64,2,"CIVIC EMPOWERMENT COALITION: $11,360 | Civic Empowerment Coalition: $11,360"
IN-00,IN,00,N/A,"BANKS, JAMES E HON.",21081.510000000002,21081.510000000002,0,0,0,21081.510000000002,0,-21081.510000000002,5,"CLUB FOR GROWTH PAC: $21,082"
CA-38,CA,38,N/A,"CHING, ERIC J",20000.0,20000.0,0,0,0,20000.0,0,-20000.0,2,"America Upheld: $20,000"
OR-02,OR,02,"MORALES, EDUARDO",N/A,20000.0,20000.0,0,20000.0,0,0,0,20000.0,1,"Blue Horizon: $20,000"
TX-31,TX,31,N/A,"CARTER, JOHN R REP.",19681.72,19681.72,0,0,0,19681.72,0,-19681.72,4,"National Association of Realtors Political Action Committee: $18,150 | NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND: $1,532"
IL-16,IL,16,"LATIMER, GEORGE","LAHOOD, DARIN MCKAY",19556.17,19556.17,0,460.0,0,19096.17,0,-18636.17,23,"ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR'/'ILLINOIS FARM BUREAU ACTIVATOR': $19,096 | Wake Up Enterprises: $460"
PA-03,PA,03,"EVANS, DWIGHT",N/A,19318.129999999997,19318.129999999997,0,19318.129999999997,0,0,0,19318.129999999997,3,"Reproductive Freedom For All Freedom Fund: $19,318"
LA-07,LA,07,"ALTMAN, SUSAN COPIUS",N/A,19281.67,19281.67,0,19281.67,0,0,0,19281.67,1,"Working New Jersey: $19,282"
TX-28,TX,28,N/A,"FURMAN, JAY COMMANDER",18334.91,18334.91,0,0,0,18334.91,0,-18334.91,2,"GOA VICTORY FUND: $18,335"
IL-15,IL,15,N/A,"MILLER, MARY",18208.12,18208.12,0,0,0,18208.12,0,-18208.12,2,"ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR'/'ILLINOIS FARM BUREAU ACTIVATOR': $18,208"
NV-02,NV,02,N/A,"AMODEI, MARK EUGENE",18038.75,1949.51,16089.240000000002,0,0,1949.51,16089.240000000002,14139.730000000001,9,"For Our Future: $16,089 | NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND: $1,950"
CA-25,CA,25,N/A,"GARCIA, MICHAEL",16500.0,0,16500.0,0,0,0,16500.0,16500.0,1,"SEIU COPE (Service Employees International Union Committee On Political Education): $16,500"
CA-21,CA,21,N/A,"VALADAO, DAVID",16500.0,0,16500.0,0,0,0,16500.0,16500.0,1,"SEIU COPE (Service Employees International Union Committee On Political Education): $16,500"
MI-12,MI,12,"TLAIB, RASHIDA",N/A,16297.17,4545.17,11752.0,4545.17,11752.0,0,0,-7206.83,4,"WE DECIDE: $11,752 | Somos PAC: $3,207 | Arab American Political Action Committee: $1,338"
FL-09,FL,09,"SOTO, DARREN",N/A,15625.0,15625.0,0,15625.0,0,0,0,15625.0,2,"Latino Victory Fund: $15,625"
TX-19,TX,19,N/A,"ARRINGTON, JODEY",15519.5,15519.5,0,0,0,15519.5,0,-15519.5,4,"National Association of Realtors Political Action Committee: $14,301 | NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND: $1,219"
NE-03,NE,03,N/A,"SMITH, ADRIAN",15480.07,15480.07,0,0,0,15480.07,0,-15480.07,4,"National Association of Realtors Political Action Committee: $12,194 | NATIONAL RIGHT TO LIFE VICTORY FUND: $3,286"
UT-03,UT,03,N/A,"KENNEDY, MIKE",15313.92,15313.92,0,0,0,15313.92,0,-15313.92,4,"All in for Utah: $9,792 | Constitutional Conservatives Fund: $5,498 | Gun Rights America: $24"
CA-04,CA,04,"THOMPSON, MIKE MR.",N/A,14935.84,14935.84,0,14935.84,0,0,0,14935.84,2,"WITH HONOR FUND II, INC.: $14,936"
MN-04,MN,04,"MCCOLLUM, BETTY",N/A,14862.59,14862.59,0,14862.59,0,0,0,14862.59,10,"Planned Parenthood of Minnesota Political Action Fund: $13,552 | AFSCME WORKING FAMILIES FUND: $1,311"
CA-19,CA,19,"PANETTA, JIMMY",N/A,14487.65,14487.65,0,14487.65,0,0,0,14487.65,2,"WITH HONOR FUND II, INC.: $14,488"
MA-04,MA,04,"AUCHINCLOSS, JAKE",N/A,14279.72,14279.72,0,14279.72,0,0,0,14279.72,2,"WITH HONOR FUND II, INC.: $14,280"
FL-19,FL,19,N/A,"DONALDS, BYRON",14024.0,24.0,14000.0,0,0,24.0,14000.0,13976.0,2,"MUST WIN. CAN WIN.: $14,000 | Gun Rights America: $24"
MN-07,MN,07,N/A,"FISCHBACH, MICHELLE",13556.78,13556.78,0,0,0,13556.78,0,-13556.78,2,"National Association of Realtors Political Action Committee: $13,557"
NC-11,NC,11,N/A,"EDWARDS, CHUCK",13363.21,13363.21,0,0,0,13363.21,0,-13363.21,2,"National Association of Realtors Political Action Committee: $13,363"
FL-11,FL,11,N/A,"WEBSTER, DANIEL",13007.5,13007.5,0,0,0,13007.5,0,-13007.5,2,"National Association of Realtors Political Action Committee: $13,008"
FL-10,FL,10,"FROST, MAXWELL ALEJANDRO",N/A,13000.0,13000.0,0,13000.0,0,0,0,13000.0,1,"Latino Victory Fund: $13,000"
MA-06,MA,06,"MOULTON, SETH",N/A,12967.24,12967.24,0,12967.24,0,0,0,12967.24,2,"WITH HONOR FUND II, INC.: $12,967"
TX-21,TX,21,N/A,"ROY, CHIP",12079.94,12079.94,0,0,0,12079.94,0,-12079.94,4,"Protect Freedom Political Action Committee: $10,000 | NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND: $2,056 | Gun Rights America: $24"
LA-04,LA,04,N/A,"JOHNSON, JAMES MICHAEL",11500.0,0,11500.0,0,0,0,11500.0,11500.0,4,"Reproductive Freedom For All Freedom Fund: $10,000 | BLUEWAVEAMERICA: $1,500"
-40,,40,N/A,"KIM, YOUNG",11500.0,11500.0,0,0,0,11500.0,0,-11500.0,1,"CARE ACTION: $11,500"
OR-01,OR,01,"BONAMICI, SUZANNE MS.",N/A,11485.0,11485.0,0,11485.0,0,0,0,11485.0,3,"National Association of Realtors Political Action Committee: $11,485"
PA-13,PA,13,N/A,"JOYCE, JOHN",10557.9,10557.9,0,0,0,10557.9,0,-10557.9,5,"NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND: $5,558 | HEALTHCARE FREEDOM SUPER PAC: $5,000"
WY-00,WY,00,N/A,"HAGEMAN, HARRIET",10024.0,10024.0,0,0,0,10024.0,0,-10024.0,2,"Protect Freedom Political Action Committee: $10,000 | Gun Rights America: $24"
